ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,"All businesses, minimum revenue value","All businesses, maximum revenue value","Businesses in first quartile, minimum value in revenue range","Businesses in first quartile, maximum value in revenue range","Businesses in second quartile, minimum value in revenue range","Businesses in second quartile, maximum value in revenue range","Businesses in third quartile, minimum value in revenue range","Businesses in third quartile, maximum value in revenue range","Businesses in fourth quartile, minimum value in revenue range","Businesses in fourth quartile, maximum value in revenue range",Total revenue,"Total revenue, quality indicator","Total revenue, first quartile","Total revenue, second quartile","Total revenue, third quartile","Total revenue, fourth quartile",Sales of goods and services,"Sales of goods and services, quality indicator","Sales of goods and services, first quartile","Sales of goods and services, second quartile","Sales of goods and services, third quartile","Sales of goods and services, fourth quartile","Sales of goods and services, percent of businesses reporting",All other revenues,"All other revenues,  quality indicator","All other revenues,  first quartile","All other revenues,  second quartile","All other revenues,  third quartile","All other revenues,  fourth quartile","All other revenues,  percent of businesses reporting",Sales of goods and services ( percent of total revenue),"Sales of goods and services ( percent of total revenue), quality indicator","Sales of goods and services ( percent of total revenue), first quartile","Sales of goods and services ( percent of total revenue), second quartile","Sales of goods and services ( percent of total revenue), third quartile","Sales of goods and services ( percent of total revenue), fourth quartile",All other revenues ( percent of total revenue),"All other revenues ( percent of total revenue), quality indicator","All other revenues ( percent of total revenue), first quartile","All other revenues ( percent of total revenue), second quartile","All other revenues ( percent of total revenue), third quartile","All other revenues ( percent of total revenue), fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,451,"Sporting goods, hobby, book and music stores",0,Canada,2,Urban,2,Incorporated,2018,168,5000,20000,5000,5746,5746,7560,7560,11000,11000,20000,8683.7,A,5326.3,6612.2,8897.7,13898.5,8593.7,A,5278.6,6517.1,8820.3,13759,100,89.9,A,47.7,95.1,77.3,139.6,51.8,99,A,99.1,98.6,99.1,99,1,A,0.9,1.4,0.9,1
119,452,General merchandise stores,0,Canada,1,Rural,2,Incorporated,2018,185,5000,20000,5000,7018,7018,9280,9280,12000,12000,20000,10189.1,A,6067.6,8174.6,10699.5,15814.8,10009.5,A,5923.6,8098.7,10578.9,15436.7,100,179.6,A,144,75.8,120.6,378.1,90.8,98.2,A,97.6,99.1,98.9,97.6,1.8,A,2.4,0.9,1.1,2.4
120,452,General merchandise stores,0,Canada,2,Urban,2,Incorporated,2018,366,5000,20000,5000,7723,7723,10000,10000,14000,14000,20000,11117.6,A,6439.4,8902.5,12406.9,16721.5,11056.2,A,6359.1,8861.8,12367.1,16636.7,100,61.4,B,80.3,40.7,39.8,84.8,87.2,99.4,A,98.8,99.5,99.7,99.5,0.6,B,1.2,0.5,0.3,0.5
121,453,Miscellaneous store retailers,0,Canada,1,Rural,2,Incorporated,2018,26,5000,20000,5000,5484,5484,6451,6451,8710,8710,20000,8088.2,B,5315.4,6302.1,7941.1,12794.4,7790.9,B,5242.8,5290.8,7880.9,12749.3,96.2,297.3,A,72.6,1011.3,60.2,45.1,76.9,96.3,B,98.6,84,99.2,99.6,3.7,A,1.4,16,0.8,0.4
122,453,Miscellaneous store retailers,0,Canada,2,Urban,2,Incorporated,2018,235,5000,20000,5000,5916,5916,7422,7422,10000,10000,20000,8625.5,A,5486.3,6690.9,8732.3,13592.5,8440,A,5384.9,6644.1,8533.4,13197.4,99.6,185.6,A,101.4,46.8,198.9,395.1,50.6,97.8,A,98.2,99.3,97.7,97.1,2.2,A,1.8,0.7,2.3,2.9
123,454,Non-store retailers,0,Canada,1,Rural,2,Incorporated,2018,32,5000,20000,5000,7463,7463,8702,8702,12000,12000,20000,10613.5,A,6391.1,8205.9,10872.3,16984.6,10470.4,A,6275.4,8132.8,10817,16656.6,100,143,B,115.7,73.1,55.3,328,56.3,98.7,A,98.2,99.1,99.5,98.1,1.3,B,1.8,0.9,0.5,1.9
124,454,Non-store retailers,0,Canada,2,Urban,2,Incorporated,2018,214,5000,20000,5000,6379,6379,8989,8989,12000,12000,20000,9708,A,5646,7455.7,10604.6,15125.7,9648.9,A,5592.3,7433.9,10522.3,15047,100,59.1,A,53.6,21.7,82.4,78.7,46.3,99.4,A,99,99.7,99.2,99.5,0.6,A,1,0.3,0.8,0.5
125,48-49,Transportation and warehousing,0,Canada,1,Rural,2,Incorporated,2018,485,5000,20000,5000,6019,6019,7930,7930,11000,11000,20000,9148.5,A,5503.5,6789.8,9578.4,14722.3,8969.9,A,5424.8,6723,9372.8,14359.3,99.6,178.6,A,78.7,66.8,205.6,363.1,54.2,98,A,98.6,99,97.9,97.5,2,A,1.4,1,2.1,2.5
126,48-49,Transportation and warehousing,0,Canada,2,Urban,2,Incorporated,2018,2458,5000,20000,5000,6289,6289,8415,8415,12000,12000,20000,9524.9,A,5608,7252.8,9973,15266,9285.6,A,5445.3,7108.8,9626,14962.4,98.9,239.3,A,162.7,144.1,347,303.5,39.7,97.5,A,97.1,98,96.5,98,2.5,A,2.9,2,3.5,2
127,481,Air transportation,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,47.8,X,A,X,X,X,X,X,A,X,X,X,X
128,481,Air transportation,0,Canada,2,Urban,2,Incorporated,2018,91,5000,20000,5000,6650,6650,8127,8127,12000,12000,20000,9674.3,B,5720.3,7408.2,10123.7,15445.2,8603.2,B,5152,7095.6,7891.5,14273.8,96.7,1071.1,B,568.3,312.6,2232.2,1171.5,53.8,88.9,B,90.1,95.8,78,92.4,11.1,B,9.9,4.2,22,7.6
129,482,Rail transportation,0,Canada,1,Rural,2,Incorporated,2018,5,5000,20000,5000,X,X,X,X,X,X,20000,7226.4,A,X,X,X,X,6470.9,A,X,X,X,X,100,755.5,A,X,X,X,X,100,89.5,A,X,X,X,X,10.5,A,X,X,X,X
130,482,Rail transportation,0,Canada,2,Urban,2,Incorporated,2018,12,5000,20000,5000,X,X,9511,9511,X,X,20000,9604.5,A,X,X,X,X,8799.4,A,X,X,X,X,100,805.1,A,X,X,X,X,41.7,91.6,A,X,X,X,X,8.4,A,X,X,X,X
131,483,Water transportation,0,Canada,1,Rural,2,Incorporated,2018,8,5000,20000,5000,X,X,7317,7317,X,X,20000,9197.2,B,X,X,X,X,9185,B,X,X,X,X,100,12.2,A,X,X,X,X,62.5,99.9,B,X,X,X,X,0.1,A,X,X,X,X
132,483,Water transportation,0,Canada,2,Urban,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,100,X,A,X,X,X,X,45.5,X,B,X,X,X,X,X,A,X,X,X,X
133,484,Truck transportation,0,Canada,1,Rural,2,Incorporated,2018,370,5000,20000,5000,5988,5988,7819,7819,11000,11000,20000,9165.8,A,5489.7,6749.4,9590.6,14833.4,9022.1,A,5395.9,6685.7,9387,14619.7,99.7,143.7,A,93.8,63.7,203.6,213.7,54.3,98.4,A,98.3,99.1,97.9,98.6,1.6,A,1.7,0.9,2.1,1.4
134,484,Truck transportation,0,Canada,2,Urban,2,Incorporated,2018,1324,5000,20000,5000,6235,6235,8249,8249,12000,12000,20000,9460.7,A,5587.8,7179,9827.6,15248.4,9358,A,5515.7,7092.9,9765.5,15058,99.5,102.7,A,72.1,86.1,62.1,190.5,37.6,98.9,A,98.7,98.8,99.4,98.8,1.1,A,1.3,1.2,0.6,1.2
135,485,Transit and ground passenger transportation,0,Canada,1,Rural,2,Incorporated,2018,13,5000,20000,5000,6203,6203,6633,6633,7893,7893,20000,8206.6,A,5638.8,6492.7,8188.6,12506.1,8191.9,A,5629.5,6492.7,8186.7,12458.7,100,14.7,A,9.3,0,2,47.5,38.5,99.8,A,99.8,100,100,99.6,0.2,A,0.2,0,0,0.4
136,485,Transit and ground passenger transportation,0,Canada,2,Urban,2,Incorporated,2018,115,5000,20000,5000,5911,5911,7997,7997,11000,11000,20000,9133.6,A,5456.4,6986.8,9425.9,14665.1,8993.2,A,5439.9,6720.6,9241.4,14571,100,140.3,A,16.6,266.2,184.5,94.1,49.6,98.5,A,99.7,96.2,98,99.4,1.5,A,0.3,3.8,2,0.6
137,486,Pipeline transportation,0,Canada,1,Rural,2,Incorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
138,486,Pipeline transportation,0,Canada,2,Urban,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,E,X,X,X,X,33.3,X,A,X,X,X,X,X,E,X,X,X,X
139,487,Scenic and sightseeing transportation,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
140,487,Scenic and sightseeing transportation,0,Canada,2,Urban,2,Incorporated,2018,16,5000,20000,5000,6600,6600,8415,8415,11000,11000,20000,8896.4,A,6140.9,7487.6,9342.4,12614.6,8216.1,A,4666.1,6278.5,9335.7,12584.2,93.8,680.2,A,1474.8,1209.1,6.7,30.4,68.8,92.4,A,76,83.9,99.9,99.8,7.6,A,24,16.1,0.1,0.2
141,488,Support activities for transportation,0,Canada,1,Rural,2,Incorporated,2018,47,5000,20000,5000,5792,5792,7582,7582,9621,9621,20000,8707,A,5374.2,6502.3,8804,14147.5,8359.3,A,5369.9,6454.3,8585.4,13027.7,97.9,347.7,A,4.3,48,218.6,1119.9,48.9,96,A,99.9,99.3,97.5,92.1,4,A,0.1,0.7,2.5,7.9
142,488,Support activities for transportation,0,Canada,2,Urban,2,Incorporated,2018,666,5000,20000,5000,6330,6330,8744,8744,12000,12000,20000,9656,A,5624.9,7358.9,10291.6,15348.6,9295.4,A,5301.3,7161.8,9739.6,14978.9,97.6,360.6,A,323.6,197.1,552,369.7,40.7,96.3,A,94.2,97.3,94.6,97.6,3.7,A,5.8,2.7,5.4,2.4
143,491,Postal service,0,Canada,1,Rural,2,Incorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
144,491,Postal service,0,Canada,2,Urban,2,Incorporated,2018,5,5000,20000,5000,X,X,X,X,X,X,20000,10258.5,A,X,X,X,X,10133.9,A,X,X,X,X,100,124.5,A,X,X,X,X,60,98.8,A,X,X,X,X,1.2,A,X,X,X,X
145,492,Couriers and messengers,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
146,492,Couriers and messengers,0,Canada,2,Urban,2,Incorporated,2018,71,5000,20000,5000,6289,6289,7793,7793,11000,11000,20000,9150.3,A,5694.6,7111.8,9653.6,14141.2,9121.9,A,5615.5,7104.6,9630.6,14136.9,100,28.4,A,79.2,7.2,23.1,4.3,26.8,99.7,A,98.6,99.9,99.8,100,0.3,A,1.4,0.1,0.2,0
147,493,Warehousing and storage,0,Canada,1,Rural,2,Incorporated,2018,14,5000,20000,5000,7182,7182,9681,9681,11000,11000,20000,10952.7,A,6689.7,8867.7,10793.2,17460.1,10100.4,A,6440.1,8859,10692.3,14410.1,100,852.3,A,249.6,8.8,100.8,3050,57.1,92.2,A,96.3,99.9,99.1,82.5,7.8,A,3.7,0.1,0.9,17.5
148,493,Warehousing and storage,0,Canada,2,Urban,2,Incorporated,2018,133,5000,20000,5000,6470,6470,8945,8945,12000,12000,20000,9927.9,A,5684.9,7415.9,10296.2,16314.7,9608.5,A,5570,7130.7,9950.3,15782.9,99.2,319.5,C,114.9,285.3,345.8,531.8,39.1,96.8,A,98,96.2,96.6,96.7,3.2,C,2,3.8,3.4,3.3
149,51,Information and cultural industries,0,Canada,1,Rural,2,Incorporated,2018,29,5000,20000,5000,6728,6728,8435,8435,11000,11000,20000,9260.1,A,5718.3,7586.9,10199.9,13535.1,8999.9,A,5710.8,7551.7,10148.9,12588.3,100,260.1,A,7.5,35.2,51,946.8,72.4,97.2,A,99.9,99.5,99.5,93,2.8,A,0.1,0.5,0.5,7
150,51,Information and cultural industries,0,Canada,2,Urban,2,Incorporated,2018,812,5000,20000,5000,6222,6222,8442,8442,12000,12000,20000,9616.5,A,5572.4,7244.2,10141.3,15508.2,8965.9,A,5230.7,6768.4,9623.2,14241.2,97.4,650.7,B,341.7,475.8,518.1,1267,54.3,93.2,A,93.9,93.4,94.9,91.8,6.8,B,6.1,6.6,5.1,8.2
151,511,Publishing industries,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,B,X,X,X,X,50,X,A,X,X,X,X,X,B,X,X,X,X
152,511,Publishing industries,0,Canada,2,Urban,2,Incorporated,2018,220,5000,20000,5000,6233,6233,8446,8446,12000,12000,20000,9679.9,A,5533.1,7303.4,10127.1,15756.1,8886.7,A,5139.3,6679.1,9603.6,14124.9,97.7,793.2,A,393.8,624.3,523.5,1631.2,65,91.8,A,92.9,91.5,94.8,89.6,8.2,A,7.1,8.5,5.2,10.4
153,512,Motion picture and sound recording industries,0,Canada,1,Rural,2,Incorporated,2018,5,5000,20000,5000,X,X,X,X,X,X,20000,10970.7,A,X,X,X,X,10963.7,A,X,X,X,X,100,7.1,E,X,X,X,X,40,99.9,A,X,X,X,X,0.1,E,X,X,X,X
154,512,Motion picture and sound recording industries,0,Canada,2,Urban,2,Incorporated,2018,245,5000,20000,5000,5901,5901,7582,7582,11000,11000,20000,9052.9,B,5452.2,6612.2,9322.9,14824.2,8548,B,5147.7,6019.8,8523,14501.7,97.1,504.8,B,304.5,592.4,799.9,322.5,42,94.4,B,94.4,91,91.4,97.8,5.6,B,5.6,9,8.6,2.2
155,515,Broadcasting (except Internet),0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
156,515,Broadcasting (except Internet),0,Canada,2,Urban,2,Incorporated,2018,35,5000,20000,5000,6784,6784,8429,8429,14000,14000,20000,10294.4,A,5978.9,7754.7,10904.1,16539.9,9298.9,A,4997,6488.8,10429.3,15280.4,97.1,995.5,A,981.9,1265.8,474.8,1259.5,54.3,90.3,A,83.6,83.7,95.6,92.4,9.7,A,16.4,16.3,4.4,7.6
157,517,Telecommunications,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,87.5,X,A,X,X,X,X,X,A,X,X,X,X
158,517,Telecommunications,0,Canada,2,Urban,2,Incorporated,2018,180,5000,20000,5000,6646,6646,9121,9121,13000,13000,20000,9991.5,A,5847.6,7864.7,10777.2,15476.6,9377.8,A,5739.5,7612.5,10547.9,13611.3,97.8,613.7,B,108.2,252.2,229.2,1865.3,50.6,93.9,A,98.2,96.8,97.9,87.9,6.1,B,1.8,3.2,2.1,12.1
159,518,"Data processing, hosting, and related services",0,Canada,1,Rural,2,Incorporated,2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
160,518,"Data processing, hosting, and related services",0,Canada,2,Urban,2,Incorporated,2018,78,5000,20000,5000,6487,6487,9327,9327,13000,13000,20000,10061.9,A,5746.4,7665,11057.5,15778.7,9428.9,A,5373.4,7479.4,9978.3,14884.4,97.4,633,A,373.1,185.6,1079.2,894.2,61.5,93.7,A,93.5,97.6,90.2,94.3,6.3,A,6.5,2.4,9.8,5.7
161,519,Other information services,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
162,519,Other information services,0,Canada,2,Urban,2,Incorporated,2018,54,5000,20000,5000,6104,6104,8315,8315,13000,13000,20000,9583,B,5472.7,7053.8,10290.6,15514.7,8926.4,A,5018.4,6851.6,9375.5,14459.9,96.3,656.6,C,454.3,202.2,915.1,1054.8,68.5,93.1,A,91.7,97.1,91.1,93.2,6.9,C,8.3,2.9,8.9,6.8
163,53,Real estate and rental and leasing,0,Canada,1,Rural,2,Incorporated,2018,107,5000,20000,5000,6004,6004,7513,7513,11000,11000,20000,9016.1,A,5418.3,6675.1,9263.3,14707.7,6390.5,A,3710.4,5018.4,6101.9,10731.5,86.9,2625.5,A,1707.9,1656.6,3161.4,3976.2,67.3,70.9,A,68.5,75.2,65.9,73,29.1,A,31.5,24.8,34.1,27
164,53,Real estate and rental and leasing,0,Canada,2,Urban,2,Incorporated,2018,2049,5000,20000,5000,6089,6089,7821,7821,11000,11000,20000,9086.1,A,5499.7,6895,9306,14643.7,4461.6,A,2813.8,3239.1,4559.9,7233.7,66.1,4624.5,A,2685.8,3655.9,4746.1,7410,78.8,49.1,A,51.2,47,49,49.4,50.9,A,48.8,53,51,50.6
165,531,Real estate,0,Canada,1,Rural,2,Incorporated,2018,57,5000,20000,5000,6075,6075,6911,6911,9680,9680,20000,8868,A,5504.1,6599.5,8603.8,14764.4,5258.2,A,3473.3,4192,6255.2,7112.3,80.7,3609.8,A,2030.8,2407.5,2348.6,7652.1,78.9,59.3,A,63.1,63.5,72.7,48.2,40.7,A,36.9,36.5,27.3,51.8
166,531,Real estate,0,Canada,2,Urban,2,Incorporated,2018,1635,5000,20000,5000,6110,6110,7749,7749,11000,11000,20000,9024.7,A,5492.9,6900.2,9221,14484.6,3711.6,A,2366.1,2819.7,3751.7,5908.7,60,5313.1,A,3126.7,4080.5,5469.3,8575.9,81.8,41.1,A,43.1,40.9,40.7,40.8,58.9,A,56.9,59.1,59.3,59.2
167,532,Rental and leasing services,0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,93.9,X,A,X,X,X,X,53.1,X,A,X,X,X,X,X,A,X,X,X,X
168,532,Rental and leasing services,0,Canada,2,Urban,2,Incorporated,2018,346,5000,20000,5000,5966,5966,7993,7993,12000,12000,20000,9305.4,A,5495.6,6878.9,9751.1,15095.8,7615.8,A,4742.1,5585.2,8244,11891.9,90.2,1689.5,A,753.5,1293.6,1507.1,3203.9,63.6,81.8,A,86.3,81.2,84.5,78.8,18.2,A,13.7,18.8,15.5,21.2
169,533,Lessors of non-financial intangible assets (except copyrighted works),0,Canada,1,Rural,2,Incorporated,2018,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
170,533,Lessors of non-financial intangible assets (except copyrighted works),0,Canada,2,Urban,2,Incorporated,2018,68,5000,20000,5000,6244,6244,7947,7947,11000,11000,20000,9446.5,A,5723.4,6873.3,9500.5,15688.5,6446.9,A,3085.9,4516.5,6546.3,11638.9,89.7,2999.6,A,2637.6,2356.8,2954.2,4049.7,83.8,68.2,A,53.9,65.7,68.9,74.2,31.8,A,46.1,34.3,31.1,25.8
171,54,"Professional, scientific and technical services",0,Canada,1,Rural,2,Incorporated,2018,77,5000,20000,5000,5537,5537,6629,6629,8954,8954,20000,7646.5,A,5265.2,5982.2,7664.6,11673.8,7238.2,A,4974.2,5616.3,7657.6,10704.6,97.4,408.3,A,291,365.9,7.1,969.2,50.6,94.7,A,94.5,93.9,99.9,91.7,5.3,A,5.5,6.1,0.1,8.3
172,54,"Professional, scientific and technical services",0,Canada,2,Urban,2,Incorporated,2018,2945,5000,20000,5000,6126,6126,8018,8018,11000,11000,20000,9191.3,A,5525.7,6997.4,9558.5,14683.6,8590.1,A,5192.7,6553,8862.6,13752.2,96.9,601.2,B,333.1,444.4,695.9,931.4,56.1,93.5,A,94,93.6,92.7,93.7,6.5,B,6,6.4,7.3,6.3
173,541,"Professional, scientific and technical services",0,Canada,1,Rural,2,Incorporated,2018,77,5000,20000,5000,5537,5537,6629,6629,8954,8954,20000,7646.5,A,5265.2,5982.2,7664.6,11673.8,7238.2,A,4974.2,5616.3,7657.6,10704.6,97.4,408.3,A,291,365.9,7.1,969.2,50.6,94.7,A,94.5,93.9,99.9,91.7,5.3,A,5.5,6.1,0.1,8.3
174,541,"Professional, scientific and technical services",0,Canada,2,Urban,2,Incorporated,2018,2945,5000,20000,5000,6126,6126,8018,8018,11000,11000,20000,9191.3,A,5525.7,6997.4,9558.5,14683.6,8590.1,A,5192.7,6553,8862.6,13752.2,96.9,601.2,B,333.1,444.4,695.9,931.4,56.1,93.5,A,94,93.6,92.7,93.7,6.5,B,6,6.4,7.3,6.3
175,55,Management of companies and enterprises,0,Canada,1,Rural,2,Incorporated,2018,57,5000,20000,5000,6907,6907,8414,8414,12000,12000,20000,10109,A,6024.8,7619.5,11046.7,15744.9,3171.6,A,1329.6,2333.4,3081.1,5942.5,50.9,6937.3,A,4695.2,5286.1,7965.6,9802.4,96.5,31.4,A,22.1,30.6,27.9,37.7,68.6,A,77.9,69.4,72.1,62.3
176,55,Management of companies and enterprises,0,Canada,2,Urban,2,Incorporated,2018,966,5000,20000,5000,6366,6366,8492,8492,12000,12000,20000,9640.5,A,5603.1,7283.5,10175.7,15499.6,2196.9,A,1190.4,1904,2116.7,3576.4,37.9,7443.6,A,4412.6,5379.4,8059.1,11923.2,94.7,22.8,A,21.2,26.1,20.8,23.1,77.2,A,78.8,73.9,79.2,76.9
177,551,Management of companies and enterprises,0,Canada,1,Rural,2,Incorporated,2018,57,5000,20000,5000,6907,6907,8414,8414,12000,12000,20000,10109,A,6024.8,7619.5,11046.7,15744.9,3171.6,A,1329.6,2333.4,3081.1,5942.5,50.9,6937.3,A,4695.2,5286.1,7965.6,9802.4,96.5,31.4,A,22.1,30.6,27.9,37.7,68.6,A,77.9,69.4,72.1,62.3
178,551,Management of companies and enterprises,0,Canada,2,Urban,2,Incorporated,2018,966,5000,20000,5000,6366,6366,8492,8492,12000,12000,20000,9640.5,A,5603.1,7283.5,10175.7,15499.6,2196.9,A,1190.4,1904,2116.7,3576.4,37.9,7443.6,A,4412.6,5379.4,8059.1,11923.2,94.7,22.8,A,21.2,26.1,20.8,23.1,77.2,A,78.8,73.9,79.2,76.9
179,56,"Administrative and support, waste management and remediation services",0,Canada,1,Rural,2,Incorporated,2018,112,5000,20000,5000,5916,5916,7654,7654,10000,10000,20000,8599.4,A,5489,6637.9,8900.5,13370.3,7825.5,A,5437.9,6356.9,8208.3,11298.8,95.5,773.9,A,51.1,280.9,692.2,2071.5,51.8,91,A,99.1,95.8,92.2,84.5,9,A,0.9,4.2,7.8,15.5
180,56,"Administrative and support, waste management and remediation services",0,Canada,2,Urban,2,Incorporated,2018,1962,5000,20000,5000,6168,6168,8096,8096,12000,12000,20000,9335.9,A,5535.3,7017.2,9648.6,15142.5,8782.6,A,5120.4,6678.5,9039.1,14292.2,96.7,553.3,B,414.8,338.8,609.5,850.3,47.2,94.1,A,92.5,95.2,93.7,94.4,5.9,B,7.5,4.8,6.3,5.6
181,561,Administrative and support services,0,Canada,1,Rural,2,Incorporated,2018,78,5000,20000,5000,5872,5872,7281,7281,9388,9388,20000,8433.7,A,5485.7,6548.1,8474.2,13226.8,7746.7,A,5466,6510.7,7560,11450.2,96.2,686.9,B,19.6,37.4,914.2,1776.5,52.6,91.9,A,99.6,99.4,89.2,86.6,8.1,B,0.4,0.6,10.8,13.4
182,561,Administrative and support services,0,Canada,2,Urban,2,Incorporated,2018,1720,5000,20000,5000,6140,6140,8070,8070,12000,12000,20000,9292.4,A,5514.9,6986.6,9593.7,15074.5,8727.1,A,5059.9,6642,8998.3,14208.1,96.6,565.4,B,454.9,344.7,595.5,866.4,46.6,93.9,A,91.8,95.1,93.8,94.3,6.1,B,8.2,4.9,6.2,5.7
183,562,Waste management and remediation services,0,Canada,1,Rural,2,Incorporated,2018,34,5000,20000,5000,5938,5938,8323,8323,11000,11000,20000,8979.6,A,5504.5,7059.8,10010.2,13344,8006,A,5381.1,6226.6,8587.2,11829.2,94.1,973.6,A,123.4,833.2,1422.9,1514.8,50,89.2,A,97.8,88.2,85.8,88.6,10.8,A,2.2,11.8,14.2,11.4
184,562,Waste management and remediation services,0,Canada,2,Urban,2,Incorporated,2018,242,5000,20000,5000,6410,6410,8118,8118,12000,12000,20000,9644.9,A,5697.2,7218.7,10042.7,15620.9,9176.9,A,5565.1,6789.3,9420.7,14932.7,97.9,467.9,B,132.1,429.3,622,688.2,51.7,95.1,A,97.7,94.1,93.8,95.6,4.9,B,2.3,5.9,6.2,4.4
185,61,Educational services,0,Canada,1,Rural,2,Incorporated,2018,15,5000,20000,5000,5767,5767,6784,6784,8786,8786,20000,8210.9,B,5440,6582.2,8034.4,12786.9,3039,B,4024.9,3493.1,2497.9,2140.3,53.3,5171.8,C,1415.1,3089.2,5536.6,10646.6,93.3,37,B,74,53.1,31.1,16.7,63,C,26,46.9,68.9,83.3
186,61,Educational services,0,Canada,2,Urban,2,Incorporated,2018,234,5000,20000,5000,5718,5718,7455,7455,9787,9787,20000,8434.2,A,5330.2,6478,8709,13219.5,7034.9,A,4859.9,5663.5,7469.6,10146.6,91.5,1399.3,C,470.3,814.4,1239.4,3072.9,62.8,83.4,A,91.2,87.4,85.8,76.8,16.6,C,8.8,12.6,14.2,23.2
187,611,Educational services,0,Canada,1,Rural,2,Incorporated,2018,15,5000,20000,5000,5767,5767,6784,6784,8786,8786,20000,8210.9,B,5440,6582.2,8034.4,12786.9,3039,B,4024.9,3493.1,2497.9,2140.3,53.3,5171.8,C,1415.1,3089.2,5536.6,10646.6,93.3,37,B,74,53.1,31.1,16.7,63,C,26,46.9,68.9,83.3
188,611,Educational services,0,Canada,2,Urban,2,Incorporated,2018,234,5000,20000,5000,5718,5718,7455,7455,9787,9787,20000,8434.2,A,5330.2,6478,8709,13219.5,7034.9,A,4859.9,5663.5,7469.6,10146.6,91.5,1399.3,C,470.3,814.4,1239.4,3072.9,62.8,83.4,A,91.2,87.4,85.8,76.8,16.6,C,8.8,12.6,14.2,23.2
189,62,Health care and social assistance,0,Canada,1,Rural,2,Incorporated,2018,85,5000,20000,5000,5691,5691,7042,7042,9794,9794,20000,8629.2,B,5318.5,6459.7,8265.4,14473.4,5558.4,A,3874.8,4222.4,4091.5,10044.8,75.3,3070.8,C,1443.6,2237.3,4173.9,4428.6,67.1,64.4,A,72.9,65.4,49.5,69.4,35.6,C,27.1,34.6,50.5,30.6
190,62,Health care and social assistance,0,Canada,2,Urban,2,Incorporated,2018,912,5000,20000,5000,6003,6003,7687,7687,11000,11000,20000,8879.5,A,5440.9,6779.8,8983.3,14314,7391.2,A,4626.5,5693.6,7236.9,12007.9,88.7,1488.3,B,814.4,1086.2,1746.4,2306.1,56.1,83.2,A,85,84,80.6,83.9,16.8,B,15,16,19.4,16.1
191,621,Ambulatory health care services,0,Canada,1,Rural,2,Incorporated,2018,27,5000,20000,5000,6811,6811,8415,8415,11000,11000,20000,9972.5,B,6123.6,7751.7,9909,16105.7,7102.6,A,6111.8,4425,6803.4,11070.2,81.5,2869.9,E,11.8,3326.7,3105.6,5035.5,44.4,71.2,A,99.8,57.1,68.7,68.7,28.8,E,0.2,42.9,31.3,31.3
