ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Total number of businesses,"All businesses, minimum revenue value","All businesses, maximum revenue value","Businesses in first quartile, minimum value in revenue range","Businesses in first quartile, maximum value in revenue range","Businesses in second quartile, minimum value in revenue range","Businesses in second quartile, maximum value in revenue range","Businesses in third quartile, minimum value in revenue range","Businesses in third quartile, maximum value in revenue range","Businesses in fourth quartile, minimum value in revenue range","Businesses in fourth quartile, maximum value in revenue range",Total revenue,"Total revenue, quality indicator","Total revenue, first quartile","Total revenue, second quartile","Total revenue, third quartile","Total revenue, fourth quartile",Sales of goods and services,"Sales of goods and services, quality indicator","Sales of goods and services, first quartile","Sales of goods and services, second quartile","Sales of goods and services, third quartile","Sales of goods and services, fourth quartile","Sales of goods and services, percent of businesses reporting",All other revenues,"All other revenues,  quality indicator","All other revenues,  first quartile","All other revenues,  second quartile","All other revenues,  third quartile","All other revenues,  fourth quartile","All other revenues,  percent of businesses reporting",Sales of goods and services ( percent of total revenue),"Sales of goods and services ( percent of total revenue), quality indicator","Sales of goods and services ( percent of total revenue), first quartile","Sales of goods and services ( percent of total revenue), second quartile","Sales of goods and services ( percent of total revenue), third quartile","Sales of goods and services ( percent of total revenue), fourth quartile",All other revenues ( percent of total revenue),"All other revenues ( percent of total revenue), quality indicator","All other revenues ( percent of total revenue), first quartile","All other revenues ( percent of total revenue), second quartile","All other revenues ( percent of total revenue), third quartile","All other revenues ( percent of total revenue), fourth quartile"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,481,Air transportation,0,Canada,2,Urban,2,Incorporated,2017,84,5000,20000,5000,6412,6412,8968,8968,13000,13000,20000,10022.5,A,5855.7,7691.4,10563.3,15979.6,9160,A,5177.4,6547,10203.4,14712.3,94,862.5,A,678.3,1144.4,359.9,1267.3,52.4,91.4,A,88.4,85.1,96.6,92.1,8.6,A,11.6,14.9,3.4,7.9
129,482,Rail transportation,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
130,482,Rail transportation,0,Canada,2,Urban,2,Incorporated,2017,13,5000,20000,5000,7156,7156,8878,8878,11000,11000,20000,10191.4,A,6806.6,8750.4,10875.4,14333.2,9390.9,A,6609.8,8187.2,8474.6,14292.2,100,800.5,A,196.7,563.3,2400.8,41.1,46.2,92.1,A,97.1,93.6,77.9,99.7,7.9,A,2.9,6.4,22.1,0.3
131,483,Water transportation,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,44.4,X,A,X,X,X,X,X,A,X,X,X,X
132,483,Water transportation,0,Canada,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,95.5,X,A,X,X,X,X,54.5,X,A,X,X,X,X,X,A,X,X,X,X
133,484,Truck transportation,0,Canada,1,Rural,2,Incorporated,2017,332,5000,20000,5000,5997,5997,7736,7736,11000,11000,20000,9040.3,A,5459.4,6863.6,9310.1,14528.2,8826.1,A,5381.3,6554.5,9116.5,14252.2,98.8,214.2,A,78.1,309.1,193.6,276.1,58.7,97.6,A,98.6,95.5,97.9,98.1,2.4,A,1.4,4.5,2.1,1.9
134,484,Truck transportation,0,Canada,2,Urban,2,Incorporated,2017,1167,5000,20000,5000,6308,6308,8358,8358,12000,12000,20000,9591.1,A,5616.7,7274,10120.7,15352.8,9471.4,A,5537.7,7121.8,9980.4,15245.7,99.5,119.7,A,79,152.2,140.4,107.1,40.4,98.8,A,98.6,97.9,98.6,99.3,1.2,A,1.4,2.1,1.4,0.7
135,485,Transit and ground passenger transportation,0,Canada,1,Rural,2,Incorporated,2017,19,5000,20000,5000,5540,5540,7245,7245,10000,10000,20000,8704.8,A,5439.3,6744.6,8934.2,13701,8614.7,A,5422.7,6512,8884,13640.3,100,90,A,16.6,232.6,50.2,60.7,47.4,99,A,99.7,96.6,99.4,99.6,1,A,0.3,3.4,0.6,0.4
136,485,Transit and ground passenger transportation,0,Canada,2,Urban,2,Incorporated,2017,115,5000,20000,5000,6201,6201,7674,7674,11000,11000,20000,9144.5,A,5594.2,7008.6,9383.9,14591.1,8875.8,A,5111.6,6867.8,9175.8,14348.1,98.3,268.6,B,482.6,140.8,208.1,243,50.4,97.1,A,91.4,98,97.8,98.3,2.9,B,8.6,2,2.2,1.7
137,486,Pipeline transportation,0,Canada,1,Rural,2,Incorporated,,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
138,486,Pipeline transportation,0,Canada,2,Urban,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,E,X,X,X,X,50,X,A,X,X,X,X,X,E,X,X,X,X
139,487,Scenic and sightseeing transportation,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,66.7,X,A,X,X,X,X,X,A,X,X,X,X
140,487,Scenic and sightseeing transportation,0,Canada,2,Urban,2,Incorporated,2017,17,5000,20000,5000,6544,6544,7313,7313,9367,9367,20000,8462.8,A,5753.9,7193.8,9119,11784.6,8165.1,A,4694.9,7084.2,9107.8,11773.7,100,297.7,A,1059,109.6,11.2,10.9,58.8,96.5,A,81.6,98.5,99.9,99.9,3.5,A,18.4,1.5,0.1,0.1
141,488,Support activities for transportation,0,Canada,1,Rural,2,Incorporated,2017,38,5000,20000,5000,5697,5697,7739,7739,9678,9678,20000,8775.2,A,5374.1,6673.7,8871,14182.2,8234.5,A,5013.5,6552.9,8621.7,12749.9,97.4,540.8,A,360.7,120.8,249.3,1432.3,68.4,93.8,A,93.3,98.2,97.2,89.9,6.2,A,6.7,1.8,2.8,10.1
142,488,Support activities for transportation,0,Canada,2,Urban,2,Incorporated,2017,598,5000,20000,5000,6373,6373,8592,8592,12000,12000,20000,9596.8,A,5618.4,7350.9,10055.5,15362.2,9167.4,A,5286.9,7174.4,9378.9,14829.5,96.8,429.3,A,331.5,176.5,676.6,532.7,42.3,95.5,A,94.1,97.6,93.3,96.5,4.5,A,5.9,2.4,6.7,3.5
143,491,Postal service,0,Canada,1,Rural,2,Incorporated,,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
144,491,Postal service,0,Canada,2,Urban,2,Incorporated,2017,7,5000,20000,5000,X,X,6067,6067,X,X,20000,8266.4,A,X,X,X,X,8230.9,A,X,X,X,X,100,35.5,A,X,X,X,X,42.9,99.6,A,X,X,X,X,0.4,A,X,X,X,X
145,492,Couriers and messengers,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
146,492,Couriers and messengers,0,Canada,2,Urban,2,Incorporated,2017,70,5000,20000,5000,6317,6317,7667,7667,10000,10000,20000,8828,A,5797.8,6879.8,9030,13604.5,8802.8,A,5786.5,6797.6,9026.7,13600.3,100,25.2,A,11.4,82.2,3.2,4.1,32.9,99.7,A,99.8,98.8,100,100,0.3,A,0.2,1.2,0,0
147,493,Warehousing and storage,0,Canada,1,Rural,2,Incorporated,2017,13,5000,20000,5000,7624,7624,8614,8614,13000,13000,20000,11107.4,A,6653.7,8449.4,11604.4,17722.3,10292.3,A,6653.7,8384.7,11218.6,14912.1,100,815.2,A,0,64.8,385.8,2810.2,38.5,92.7,A,100,99.2,96.7,84.1,7.3,A,0,0.8,3.3,15.9
148,493,Warehousing and storage,0,Canada,2,Urban,2,Incorporated,2017,140,5000,20000,5000,6310,6310,8192,8192,11000,11000,20000,9312.3,A,5526.5,7066.4,9646,15010.3,9101.7,A,5486.4,6867.5,9100.5,14952.5,99.3,210.6,C,40,198.9,545.5,57.8,40,97.7,A,99.3,97.2,94.3,99.6,2.3,C,0.7,2.8,5.7,0.4
149,51,Information and cultural industries,0,Canada,1,Rural,2,Incorporated,2017,27,5000,20000,5000,5307,5307,7629,7629,9399,9399,20000,8082.7,A,5228.2,6725.9,8596.8,11780,7976.6,A,5202.1,6670.2,8586.5,11447.6,100,106.1,A,26.1,55.7,10.3,332.5,55.6,98.7,A,99.5,99.2,99.9,97.2,1.3,A,0.5,0.8,0.1,2.8
150,51,Information and cultural industries,0,Canada,2,Urban,2,Incorporated,2017,737,5000,20000,5000,6237,6237,8384,8384,12000,12000,20000,9574.7,A,5608,7173.2,10158.6,15359,9044.4,A,5277.9,6722.4,9567.9,14609.4,98,530.3,B,330.1,450.8,590.7,749.6,52.9,94.5,A,94.1,93.7,94.2,95.1,5.5,B,5.9,6.3,5.8,4.9
151,511,Publishing industries,0,Canada,1,Rural,2,Incorporated,2017,6,5000,20000,5000,X,X,X,X,X,X,20000,7478.8,A,X,X,X,X,7476.1,A,X,X,X,X,100,2.7,A,X,X,X,X,33.3,100,A,X,X,X,X,0,A,X,X,X,X
152,511,Publishing industries,0,Canada,2,Urban,2,Incorporated,2017,245,5000,20000,5000,6161,6161,8384,8384,12000,12000,20000,9611.4,A,5579.3,7179.5,10026.7,15660.2,9092.8,A,5431.1,6856.1,9414.1,14670,98.8,518.6,B,148.2,323.4,612.6,990.3,61.2,94.6,A,97.3,95.5,93.9,93.7,5.4,B,2.7,4.5,6.1,6.3
153,512,Motion picture and sound recording industries,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,E,X,X,X,X,25,X,A,X,X,X,X,X,E,X,X,X,X
154,512,Motion picture and sound recording industries,0,Canada,2,Urban,2,Incorporated,2017,216,5000,20000,5000,6208,6208,7902,7902,12000,12000,20000,9385.2,A,5623.5,6941.2,9900.4,15075.7,8882.6,B,5274.8,6314.5,9244.4,14696.7,97.2,502.6,B,348.7,626.7,656,378.9,41.2,94.6,B,93.8,91,93.4,97.5,5.4,B,6.2,9,6.6,2.5
155,515,Broadcasting (except Internet),0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
156,515,Broadcasting (except Internet),0,Canada,2,Urban,2,Incorporated,2017,30,5000,20000,5000,6467,6467,8095,8095,12000,12000,20000,9150.3,A,5776.2,7240.3,9352.5,14232.2,8263.1,A,4893.5,5975,8156.3,14027.7,96.7,887.1,A,882.6,1265.2,1196.2,204.5,53.3,90.3,A,84.7,82.5,87.2,98.6,9.7,A,15.3,17.5,12.8,1.4
157,517,Telecommunications,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,68.8,X,A,X,X,X,X,X,A,X,X,X,X
158,517,Telecommunications,0,Canada,2,Urban,2,Incorporated,2017,160,5000,20000,5000,6595,6595,8875,8875,12000,12000,20000,9803.7,A,5727.7,7547.9,10597.7,15341.6,9289.2,A,5486.7,7155.8,10196,14318.3,98.1,514.5,B,241,392.1,401.7,1023.4,53.1,94.8,A,95.8,94.8,96.2,93.3,5.2,B,4.2,5.2,3.8,6.7
159,518,"Data processing, hosting, and related services",0,Canada,1,Rural,2,Incorporated,,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
160,518,"Data processing, hosting, and related services",0,Canada,2,Urban,2,Incorporated,2017,78,5000,20000,5000,6059,6059,8360,8360,14000,14000,20000,9787,A,5514.1,7197.6,10784.2,15652.3,9294.7,A,5139.2,6877.8,9676,15485.6,98.7,492.4,B,374.9,319.8,1108.1,166.7,55.1,95,A,93.2,95.6,89.7,98.9,5,B,6.8,4.4,10.3,1.1
161,519,Other information services,0,Canada,1,Rural,2,Incorporated,,..,..,..,..,..,..,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,..,,..,..,..,..,..,,..,..,..,..
162,519,Other information services,0,Canada,2,Urban,2,Incorporated,2017,8,5000,20000,5000,X,X,6129,6129,X,X,20000,8506.8,B,X,X,X,X,7523.2,B,X,X,X,X,87.5,983.6,A,X,X,X,X,87.5,88.4,B,X,X,X,X,11.6,A,X,X,X,X
163,53,Real estate and rental and leasing,0,Canada,1,Rural,2,Incorporated,2017,96,5000,20000,5000,6000,6000,7125,7125,10000,10000,20000,8626.9,A,5487.3,6625.6,8554.9,13839.7,6492.7,A,4487.2,5518.3,5265.1,10700.2,87.5,2134.2,A,1000.1,1107.3,3289.8,3139.5,69.8,75.3,A,81.8,83.3,61.5,77.3,24.7,A,18.2,16.7,38.5,22.7
164,53,Real estate and rental and leasing,0,Canada,2,Urban,2,Incorporated,2017,1910,5000,20000,5000,6131,6131,7748,7748,11000,11000,20000,9009.2,A,5548.5,6912.9,9273.4,14302.1,4455.3,A,2725.1,3326.8,4706.9,7062.2,66.1,4554,A,2823.4,3586.1,4566.5,7239.9,79,49.5,A,49.1,48.1,50.8,49.4,50.5,A,50.9,51.9,49.2,50.6
165,531,Real estate,0,Canada,1,Rural,2,Incorporated,2017,53,5000,20000,5000,5873,5873,6939,6939,8853,8853,20000,8231.7,A,5474.7,6444.2,7692.9,13315.1,5228.4,A,4015.5,4763.4,3305.2,8829.4,77.4,3003.3,B,1459.2,1680.7,4387.7,4485.7,83,63.5,A,73.3,73.9,43,66.3,36.5,B,26.7,26.1,57,33.7
166,531,Real estate,0,Canada,2,Urban,2,Incorporated,2017,1510,5000,20000,5000,6107,6107,7677,7677,11000,11000,20000,8933.1,A,5540.8,6885.5,9202.4,14103.7,3680.9,A,2311.5,2813.9,3768.8,5829.2,59.6,5252.2,A,3229.3,4071.5,5433.5,8274.5,82.5,41.2,A,41.7,40.9,41,41.3,58.8,A,58.3,59.1,59,58.7
167,532,Rental and leasing services,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,52.4,X,A,X,X,X,X,X,A,X,X,X,X
168,532,Rental and leasing services,0,Canada,2,Urban,2,Incorporated,2017,340,5000,20000,5000,6160,6160,8124,8124,11000,11000,20000,9269.7,A,5556,7034.8,9524.9,14963,7474.9,A,4649,5942.2,7915.2,11393.4,90.3,1794.7,A,907,1092.6,1609.7,3569.6,63.2,80.6,A,83.7,84.5,83.1,76.1,19.4,A,16.3,15.5,16.9,23.9
169,533,Lessors of non-financial intangible assets (except copyrighted works),0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,100,X,A,X,X,X,X,X,A,X,X,X,X
170,533,Lessors of non-financial intangible assets (except copyrighted works),0,Canada,2,Urban,2,Incorporated,2017,60,5000,20000,5000,6372,6372,8277,8277,11000,11000,20000,9450,A,5725.5,7130.2,9567.1,15377.2,6832.3,A,4103.4,5338.7,6402.9,11484.3,91.7,2617.7,B,1622.1,1791.6,3164.2,3892.9,80,72.3,A,71.7,74.9,66.9,74.7,27.7,B,28.3,25.1,33.1,25.3
171,54,"Professional, scientific and technical services",0,Canada,1,Rural,2,Incorporated,2017,63,5000,20000,5000,5763,5763,6954,6954,8989,8989,20000,8100.3,A,5389.4,6250.6,7834.7,12926.7,6931.1,A,4971.2,5239,7559.5,9954.6,96.8,1169.3,A,418.2,1011.6,275.1,2972.1,61.9,85.6,A,92.2,83.8,96.5,77,14.4,A,7.8,16.2,3.5,23
172,54,"Professional, scientific and technical services",0,Canada,2,Urban,2,Incorporated,2017,2679,5000,20000,5000,6066,6066,8045,8045,11000,11000,20000,9242.4,A,5518,6945.5,9655.8,14850.5,8640,A,5133.3,6506.7,9000.6,13919.3,96.9,602.5,B,384.7,438.8,655.2,931.2,56.3,93.5,A,93,93.7,93.2,93.7,6.5,B,7,6.3,6.8,6.3
173,541,"Professional, scientific and technical services",0,Canada,1,Rural,2,Incorporated,2017,63,5000,20000,5000,5763,5763,6954,6954,8989,8989,20000,8100.3,A,5389.4,6250.6,7834.7,12926.7,6931.1,A,4971.2,5239,7559.5,9954.6,96.8,1169.3,A,418.2,1011.6,275.1,2972.1,61.9,85.6,A,92.2,83.8,96.5,77,14.4,A,7.8,16.2,3.5,23
174,541,"Professional, scientific and technical services",0,Canada,2,Urban,2,Incorporated,2017,2679,5000,20000,5000,6066,6066,8045,8045,11000,11000,20000,9242.4,A,5518,6945.5,9655.8,14850.5,8640,A,5133.3,6506.7,9000.6,13919.3,96.9,602.5,B,384.7,438.8,655.2,931.2,56.3,93.5,A,93,93.7,93.2,93.7,6.5,B,7,6.3,6.8,6.3
175,55,Management of companies and enterprises,0,Canada,1,Rural,2,Incorporated,2017,57,5000,20000,5000,6483,6483,8849,8849,12000,12000,20000,9894.8,A,5668.4,7638.4,9969.2,16303.1,3074.7,A,2051.3,3171.4,3039.9,4036.2,52.6,6820.1,A,3617,4467,6929.3,12266.9,94.7,31.1,A,36.2,41.5,30.5,24.8,68.9,A,63.8,58.5,69.5,75.2
176,55,Management of companies and enterprises,0,Canada,2,Urban,2,Incorporated,2017,901,5000,20000,5000,6300,6300,8453,8453,12000,12000,20000,9592.3,A,5587.9,7265.5,10093.8,15422,2159.8,A,1155.2,1665.7,2878.7,2939.9,38.6,7432.5,A,4432.7,5599.9,7215.2,12482.2,94.5,22.5,A,20.7,22.9,28.5,19.1,77.5,A,79.3,77.1,71.5,80.9
177,551,Management of companies and enterprises,0,Canada,1,Rural,2,Incorporated,2017,57,5000,20000,5000,6483,6483,8849,8849,12000,12000,20000,9894.8,A,5668.4,7638.4,9969.2,16303.1,3074.7,A,2051.3,3171.4,3039.9,4036.2,52.6,6820.1,A,3617,4467,6929.3,12266.9,94.7,31.1,A,36.2,41.5,30.5,24.8,68.9,A,63.8,58.5,69.5,75.2
178,551,Management of companies and enterprises,0,Canada,2,Urban,2,Incorporated,2017,901,5000,20000,5000,6300,6300,8453,8453,12000,12000,20000,9592.3,A,5587.9,7265.5,10093.8,15422,2159.8,A,1155.2,1665.7,2878.7,2939.9,38.6,7432.5,A,4432.7,5599.9,7215.2,12482.2,94.5,22.5,A,20.7,22.9,28.5,19.1,77.5,A,79.3,77.1,71.5,80.9
179,56,"Administrative and support, waste management and remediation services",0,Canada,1,Rural,2,Incorporated,2017,111,5000,20000,5000,5715,5715,7074,7074,9878,9878,20000,8520.4,A,5405,6467.9,8507.7,13700.8,7765.7,A,4890.4,6276.1,7839.7,12056.5,94.6,754.7,B,514.6,191.8,667.9,1644.3,58.6,91.1,A,90.5,97,92.1,88,8.9,B,9.5,3,7.9,12
180,56,"Administrative and support, waste management and remediation services",0,Canada,2,Urban,2,Incorporated,2017,1848,5000,20000,5000,6161,6161,8154,8154,12000,12000,20000,9343.4,A,5534,7056.1,9645.4,15138,8698.2,A,5174.3,6675.3,8859.2,14084,96.4,645.2,B,359.7,380.8,786.1,1053.9,49.2,93.1,A,93.5,94.6,91.8,93,6.9,B,6.5,5.4,8.2,7
181,561,Administrative and support services,0,Canada,1,Rural,2,Incorporated,2017,76,5000,20000,5000,5644,5644,7051,7051,9342,9342,20000,8259.8,A,5359.9,6464.9,8471.4,12742.9,7435.3,A,4923.2,6412,7427,10979,94.7,824.5,B,436.7,53,1044.4,1763.9,63.2,90,A,91.9,99.2,87.7,86.2,10,B,8.1,0.8,12.3,13.8
182,561,Administrative and support services,0,Canada,2,Urban,2,Incorporated,2017,1615,5000,20000,5000,6161,6161,8137,8137,12000,12000,20000,9352.8,A,5536,7062.9,9629.3,15183.1,8690.2,A,5164.4,6678.8,8813.6,14104,96.4,662.7,A,371.5,384.1,815.8,1079.2,49.2,92.9,A,93.3,94.6,91.5,92.9,7.1,A,6.7,5.4,8.5,7.1
183,562,Waste management and remediation services,0,Canada,1,Rural,2,Incorporated,2017,35,5000,20000,5000,5715,5715,7074,7074,12000,12000,20000,9086.2,A,5512.9,6466.5,8967.1,15398.1,8483.2,A,4772.1,6436.1,8816.8,13907.7,94.3,603,A,740.8,30.4,150.3,1490.4,48.6,93.4,A,86.6,99.5,98.3,90.3,6.6,A,13.4,0.5,1.7,9.7
184,562,Waste management and remediation services,0,Canada,2,Urban,2,Incorporated,2017,233,5000,20000,5000,6131,6131,8366,8366,11000,11000,20000,9277.8,A,5521.1,7016,9755.9,14818.4,8753.9,A,5243,6657.1,9176,13939.7,96.1,523.9,B,278.1,358.9,579.8,878.7,49.4,94.4,A,95,94.9,94.1,94.1,5.6,B,5,5.1,5.9,5.9
185,61,Educational services,0,Canada,1,Rural,2,Incorporated,2017,10,5000,20000,5000,X,X,6340,6340,X,X,20000,7946.7,B,X,X,X,X,2473.1,B,X,X,X,X,50,5473.6,C,X,X,X,X,90,31.1,B,X,X,X,X,68.9,C,X,X,X,X
186,61,Educational services,0,Canada,2,Urban,2,Incorporated,2017,205,5000,20000,5000,5819,5819,7542,7542,11000,11000,20000,8652.1,A,5361,6507.6,8873.9,13865.9,6894.1,A,4699.1,5492.7,7286.8,10097.8,88.8,1758,C,661.9,1014.8,1587.1,3768.1,62.4,79.7,A,87.7,84.4,82.1,72.8,20.3,C,12.3,15.6,17.9,27.2
187,611,Educational services,0,Canada,1,Rural,2,Incorporated,2017,10,5000,20000,5000,X,X,6340,6340,X,X,20000,7946.7,B,X,X,X,X,2473.1,B,X,X,X,X,50,5473.6,C,X,X,X,X,90,31.1,B,X,X,X,X,68.9,C,X,X,X,X
188,611,Educational services,0,Canada,2,Urban,2,Incorporated,2017,205,5000,20000,5000,5819,5819,7542,7542,11000,11000,20000,8652.1,A,5361,6507.6,8873.9,13865.9,6894.1,A,4699.1,5492.7,7286.8,10097.8,88.8,1758,C,661.9,1014.8,1587.1,3768.1,62.4,79.7,A,87.7,84.4,82.1,72.8,20.3,C,12.3,15.6,17.9,27.2
189,62,Health care and social assistance,0,Canada,1,Rural,2,Incorporated,2017,80,5000,20000,5000,5708,5708,6746,6746,8973,8973,20000,7964.9,B,5368.5,6208.7,7641.8,12640.5,4915.5,A,3825,3171,4326.7,8339.1,73.8,3049.4,C,1543.5,3037.7,3315.2,4301.4,65,61.7,A,71.2,51.1,56.6,66,38.3,C,28.8,48.9,43.4,34
190,62,Health care and social assistance,0,Canada,2,Urban,2,Incorporated,2017,828,5000,20000,5000,5886,5886,7642,7642,11000,11000,20000,8729.5,A,5405.2,6727.7,8905,13880.1,7157.6,A,4544.3,5546.7,6877.3,11662.1,87.7,1571.9,B,860.9,1181,2027.6,2218,56.5,82,A,84.1,82.4,77.2,84,18,B,15.9,17.6,22.8,16
191,621,Ambulatory health care services,0,Canada,1,Rural,2,Incorporated,2017,29,5000,20000,5000,5923,5923,6876,6876,8937,8937,20000,8204.9,B,5547,6611.2,8326,12335.3,5659.9,A,5335.2,5979.2,4959,6365.9,82.8,2545,E,211.7,632,3366.9,5969.3,48.3,69,A,96.2,90.4,59.6,51.6,31,E,3.8,9.6,40.4,48.4
192,621,Ambulatory health care services,0,Canada,2,Urban,2,Incorporated,2017,433,5000,20000,5000,5740,5740,7323,7323,10000,10000,20000,8515.5,A,5336.9,6500.6,8578.1,13646.1,7708.9,A,4974,6021.8,7850.8,11989.1,93.8,806.5,C,362.9,478.8,727.3,1657,49.7,90.5,A,93.2,92.6,91.5,87.9,9.5,C,6.8,7.4,8.5,12.1
193,622,Hospitals,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,0,X,A,X,X,X,X,X,A,X,X,X,X
194,622,Hospitals,0,Canada,2,Urban,2,Incorporated,2017,10,5000,20000,5000,X,X,7199,7199,X,X,20000,11552.3,A,X,X,X,X,11167.9,B,X,X,X,X,100,384.4,E,X,X,X,X,80,96.7,B,X,X,X,X,3.3,E,X,X,X,X
195,623,Nursing and residential care facilities,0,Canada,1,Rural,2,Incorporated,2017,23,5000,20000,5000,5566,5566,6794,6794,9104,9104,20000,8356.8,B,5394.6,6308.8,7981.9,13742,6393.9,A,5382.7,3391.1,6345.4,10456.5,91.3,1962.9,C,11.9,2917.6,1636.5,3285.4,65.2,76.5,A,99.8,53.8,79.5,76.1,23.5,C,0.2,46.2,20.5,23.9
196,623,Nursing and residential care facilities,0,Canada,2,Urban,2,Incorporated,2017,233,5000,20000,5000,6276,6276,8304,8304,11000,11000,20000,9146.6,A,5596.3,7229.5,9450.1,14310.5,7652.8,A,4838.9,5823,7670.4,12278.9,89.7,1493.8,B,757.3,1406.5,1779.6,2031.6,60.5,83.7,A,86.5,80.5,81.2,85.8,16.3,B,13.5,19.5,18.8,14.2
197,624,Social assistance,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,B,X,X,X,X,X,B,X,X,X,X,48.1,X,C,X,X,X,X,85.2,X,B,X,X,X,X,X,C,X,X,X,X
198,624,Social assistance,0,Canada,2,Urban,2,Incorporated,2017,152,5000,20000,5000,5823,5823,7731,7731,10000,10000,20000,8514.2,A,5428.3,6720,8735.2,13173.2,4564.2,B,3096.3,2888.3,4147,8125.2,66.4,3950,B,2332,3831.7,4588.2,5048.1,68.4,53.6,B,57,43,47.5,61.7,46.4,B,43,57,52.5,38.3
199,71,"Arts, entertainment and recreation",0,Canada,1,Rural,2,Incorporated,2017,31,5000,20000,5000,5941,5941,7899,7899,11000,11000,20000,9247.9,A,5659.4,7311.1,8965.6,15055.6,7097.2,A,2985.2,6259.3,5721.2,13423.2,87.1,2150.7,A,2674.3,1051.8,3244.4,1632.5,64.5,76.7,A,52.7,85.6,63.8,89.2,23.3,A,47.3,14.4,36.2,10.8
200,71,"Arts, entertainment and recreation",0,Canada,2,Urban,2,Incorporated,2017,258,5000,20000,5000,5999,5999,7454,7454,10000,10000,20000,8555.5,A,5473.8,6630.5,8683,13434.5,5875.8,A,4203.7,4872.4,5196.1,9231.1,78.7,2679.6,B,1270.1,1758.1,3486.9,4203.4,71.7,68.7,A,76.8,73.5,59.8,68.7,31.3,B,23.2,26.5,40.2,31.3
201,711,"Performing arts, spectator sports and related industries",0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,66.7,X,A,X,X,X,X,X,A,X,X,X,X
202,711,"Performing arts, spectator sports and related industries",0,Canada,2,Urban,2,Incorporated,2017,89,5000,20000,5000,6187,6187,7526,7526,11000,11000,20000,9130.4,A,5640,6845.4,9231.1,14805,6537.7,A,4472.5,4013.5,6833.7,10830.9,86.5,2592.7,B,1167.5,2831.9,2397.5,3974.1,70.8,71.6,A,79.3,58.6,74,73.2,28.4,B,20.7,41.4,26,26.8
203,712,Heritage institutions,0,Canada,1,Rural,2,Incorporated,2017,X,X,X,X,X,X,X,X,X,X,X,X,A,X,X,X,X,X,A,X,X,X,X,100,X,A,X,X,X,X,50,X,A,X,X,X,X,X,A,X,X,X,X
