"Small Business Profiles :  Financial ratios,  unincorporated and total businesses, Canada, regions and provinces/territories, 2017",,,,,,,,,,,,,,,,,,,
"Source : Statistics Canada, 2017",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"Note : Values are averages in current dollars ( x $1,000) unless otherwise indicated. Data includes entrprises reporting annual total revenues of $30,000 to $5,000,000, inclusively. Calculations are profit margin based.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ID,"North American Industry Classification System, NAICS - code","North American Industry Classification System, NAICS",Geography - code,Geography,Location indicator - code,Location indicator,Incorporation status - code,Incorporation status,Reference year,Interest coverage ratio (times),"Interest coverage ratio (times), first quartile","Interest coverage ratio (times), second quartile","Interest coverage ratio (times), third quartile","Interest coverage ratio (times), fourth quartile",Gross margin (%),"Gross margin (%), first quartile","Gross margin (%), second quartile","Gross margin (%), third quartile","Gross margin (%), fourth quartile"
4543,486,Pipeline transportation,63,Territories,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4544,486,Pipeline transportation,63,Territories,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4545,486,Pipeline transportation,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4546,486,Pipeline transportation,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4547,486,Pipeline transportation,60,Yukon,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4548,486,Pipeline transportation,60,Yukon,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4549,486,Pipeline transportation,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4550,486,Pipeline transportation,61,Nordwest Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4551,486,Pipeline transportation,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4552,486,Pipeline transportation,61,Nordwest Territories,2,Urban,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4553,486,Pipeline transportation,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4554,486,Pipeline transportation,62,Nunavut,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4555,487,Scenic and sightseeing transportation,0,Canada,1,Rural,1,Unincorporated,2017,30.6,-3.8,7.4,59.3,305.3,90.7,71.4,81.3,97.9,100
4556,487,Scenic and sightseeing transportation,0,Canada,1,Rural,3,All businesses,2017,14.1,-3.7,11.5,23.5,20.5,77.9,71.4,72.5,76,89.8
4557,487,Scenic and sightseeing transportation,0,Canada,2,Urban,1,Unincorporated,2017,19.8,-0.6,21.9,56.1,386.3,81.2,62.8,86.9,97.3,99.9
4558,487,Scenic and sightseeing transportation,0,Canada,2,Urban,3,All businesses,2017,9.8,-11.7,3.1,45.2,50.9,67.3,53.4,58.4,71.7,96.1
4559,487,Scenic and sightseeing transportation,15,Altantic,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4560,487,Scenic and sightseeing transportation,15,Altantic,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4561,487,Scenic and sightseeing transportation,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4562,487,Scenic and sightseeing transportation,15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4563,487,Scenic and sightseeing transportation,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4564,487,Scenic and sightseeing transportation,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,14.7,X,X,X,X,55.9,X,X,X,X
4565,487,Scenic and sightseeing transportation,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4566,487,Scenic and sightseeing transportation,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4567,487,Scenic and sightseeing transportation,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4568,487,Scenic and sightseeing transportation,11,Prince Edward Island,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4569,487,Scenic and sightseeing transportation,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4570,487,Scenic and sightseeing transportation,11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4571,487,Scenic and sightseeing transportation,12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4572,487,Scenic and sightseeing transportation,12,Nova Scotia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4573,487,Scenic and sightseeing transportation,12,Nova Scotia,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4574,487,Scenic and sightseeing transportation,12,Nova Scotia,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4575,487,Scenic and sightseeing transportation,13,New Brunswick,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4576,487,Scenic and sightseeing transportation,13,New Brunswick,1,Rural,3,All businesses,2017,20.2,X,X,X,X,93.2,X,X,X,X
4577,487,Scenic and sightseeing transportation,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4578,487,Scenic and sightseeing transportation,13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4579,487,Scenic and sightseeing transportation,24,Québec,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4580,487,Scenic and sightseeing transportation,24,Québec,1,Rural,3,All businesses,2017,47.7,-0.2,31.1,40.5,137.2,90.9,74.9,90.6,87.3,99.8
4581,487,Scenic and sightseeing transportation,24,Québec,2,Urban,1,Unincorporated,2017,22.2,3.8,452.1,12589.3,130,83.8,65,89.5,100,99.7
4582,487,Scenic and sightseeing transportation,24,Québec,2,Urban,3,All businesses,2017,19.6,-4.9,18.4,52.6,51.9,78.6,57.6,78.7,91.9,100
4583,487,Scenic and sightseeing transportation,35,Ontario,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4584,487,Scenic and sightseeing transportation,35,Ontario,1,Rural,3,All businesses,2017,9.4,-99,2,14.7,12.5,81.3,78,79.5,85.8,81.1
4585,487,Scenic and sightseeing transportation,35,Ontario,2,Urban,1,Unincorporated,2017,13.6,-3.4,10.1,66.4,X,75.1,63.8,63.1,90,100
4586,487,Scenic and sightseeing transportation,35,Ontario,2,Urban,3,All businesses,2017,10.6,-4.7,1.7,20.1,78.9,62.6,83.2,51.8,61.9,74.6
4587,487,Scenic and sightseeing transportation,49,Prairies,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4588,487,Scenic and sightseeing transportation,49,Prairies,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4589,487,Scenic and sightseeing transportation,49,Prairies,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4590,487,Scenic and sightseeing transportation,49,Prairies,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4591,487,Scenic and sightseeing transportation,46,Manitoba,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4592,487,Scenic and sightseeing transportation,46,Manitoba,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4593,487,Scenic and sightseeing transportation,46,Manitoba,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4594,487,Scenic and sightseeing transportation,46,Manitoba,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4595,487,Scenic and sightseeing transportation,47,Saskatchewan,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4596,487,Scenic and sightseeing transportation,47,Saskatchewan,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4597,487,Scenic and sightseeing transportation,47,Saskatchewan,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4598,487,Scenic and sightseeing transportation,47,Saskatchewan,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4599,487,Scenic and sightseeing transportation,48,Alberta,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4600,487,Scenic and sightseeing transportation,48,Alberta,1,Rural,3,All businesses,2017,9.4,X,X,X,X,56.3,X,X,X,X
4601,487,Scenic and sightseeing transportation,48,Alberta,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4602,487,Scenic and sightseeing transportation,48,Alberta,2,Urban,3,All businesses,2017,2.3,-0.4,-2.6,121.7,X,61.2,92.8,40.7,68.9,79.5
4603,487,Scenic and sightseeing transportation,59,British Columbia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4604,487,Scenic and sightseeing transportation,59,British Columbia,1,Rural,3,All businesses,2017,16.2,-5.3,6.9,27.1,24.4,73.4,71.7,83,62.7,98.9
4605,487,Scenic and sightseeing transportation,59,British Columbia,2,Urban,1,Unincorporated,2017,19,-6.1,16.3,19.2,X,94.3,97.6,89.9,90.2,100
4606,487,Scenic and sightseeing transportation,59,British Columbia,2,Urban,3,All businesses,2017,6.7,-47.3,2.3,74.1,44,66.2,32.8,57.7,78.4,95.2
4607,487,Scenic and sightseeing transportation,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4608,487,Scenic and sightseeing transportation,63,Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4609,487,Scenic and sightseeing transportation,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4610,487,Scenic and sightseeing transportation,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4611,487,Scenic and sightseeing transportation,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4612,487,Scenic and sightseeing transportation,60,Yukon,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4613,487,Scenic and sightseeing transportation,60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4614,487,Scenic and sightseeing transportation,60,Yukon,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4615,487,Scenic and sightseeing transportation,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4616,487,Scenic and sightseeing transportation,61,Nordwest Territories,1,Rural,3,All businesses,2017,..,..,..,..,..,..,..,..,..,..
4617,487,Scenic and sightseeing transportation,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4618,487,Scenic and sightseeing transportation,61,Nordwest Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4619,487,Scenic and sightseeing transportation,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4620,487,Scenic and sightseeing transportation,62,Nunavut,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4621,488,Support activities for transportation,0,Canada,1,Rural,1,Unincorporated,2017,17.6,1.5,12.9,29.8,231.1,80.7,65,82.2,91.3,97.9
4622,488,Support activities for transportation,0,Canada,1,Rural,3,All businesses,2017,13.2,-4.4,5.6,18.2,73.3,73.3,73.5,61,79.1,92.7
4623,488,Support activities for transportation,0,Canada,2,Urban,1,Unincorporated,2017,45.2,7.9,39.5,102.1,393.3,79.4,62.5,85.3,94.2,99.1
4624,488,Support activities for transportation,0,Canada,2,Urban,3,All businesses,2017,15.5,-6.6,8.9,25.2,122.4,59.1,47.6,47.6,73.4,95
4625,488,Support activities for transportation,15,Altantic,1,Rural,1,Unincorporated,2017,15.5,0,15.2,12,94.7,68.4,39.5,78.9,95.8,100
4626,488,Support activities for transportation,15,Altantic,1,Rural,3,All businesses,2017,16,-11.8,3.9,14.7,106.1,68.3,86,44,67,94.1
4627,488,Support activities for transportation,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4628,488,Support activities for transportation,15,Altantic,2,Urban,3,All businesses,2017,7.1,-4,4.5,19.2,45.6,67.1,62.9,65.8,62.6,99
4629,488,Support activities for transportation,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4630,488,Support activities for transportation,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,13,-18,0.7,16.2,62.3,87.8,86.8,90.4,69.9,96.6
4631,488,Support activities for transportation,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4632,488,Support activities for transportation,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,10.8,-2.8,-0.8,46.7,31,80,71.6,81.1,68.2,99.7
4633,488,Support activities for transportation,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4634,488,Support activities for transportation,11,Prince Edward Island,1,Rural,3,All businesses,2017,44.5,-176.5,X,33.9,69.6,75.9,86.2,100,45.9,99.9
4635,488,Support activities for transportation,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4636,488,Support activities for transportation,11,Prince Edward Island,2,Urban,3,All businesses,2017,5.4,-1.7,3.5,6.8,6,71.7,40.9,65.2,69.6,99
4637,488,Support activities for transportation,12,Nova Scotia,1,Rural,1,Unincorporated,2017,13.4,1.3,7.8,18.1,41.9,53.3,23.1,62.1,93.6,100
4638,488,Support activities for transportation,12,Nova Scotia,1,Rural,3,All businesses,2017,20,-7,11,14.9,118.5,57.2,67.5,39.5,63.5,86.8
4639,488,Support activities for transportation,12,Nova Scotia,2,Urban,1,Unincorporated,2017,36.2,8.5,23.5,42.1,454.5,80.6,53,93.1,98.5,100
4640,488,Support activities for transportation,12,Nova Scotia,2,Urban,3,All businesses,2017,10.6,-21.4,13.5,37.2,72.8,59,55.1,53,74.1,99.9
4641,488,Support activities for transportation,13,New Brunswick,1,Rural,1,Unincorporated,2017,12.1,-2.2,10.2,8,512,79,88.5,63.2,76.2,98
4642,488,Support activities for transportation,13,New Brunswick,1,Rural,3,All businesses,2017,14,-5.1,2.9,16.9,184.7,63.4,45.3,49.8,74.2,97.6
4643,488,Support activities for transportation,13,New Brunswick,2,Urban,1,Unincorporated,2017,72.4,-19.2,147.9,76,681.5,73.9,64.5,69.1,91.6,100
4644,488,Support activities for transportation,13,New Brunswick,2,Urban,3,All businesses,2017,4.5,-1.2,3.2,30.2,70.8,67.2,70.6,67.4,57.2,83.3
4645,488,Support activities for transportation,24,Québec,1,Rural,1,Unincorporated,2017,24.9,2.9,21.7,21.5,462.2,79.6,71.7,74.7,84.2,98.5
4646,488,Support activities for transportation,24,Québec,1,Rural,3,All businesses,2017,13.1,-3.1,6.1,15.3,110.1,72.4,79,59,79,88.7
4647,488,Support activities for transportation,24,Québec,2,Urban,1,Unincorporated,2017,54.2,9,54.6,201.9,650,81.8,67.2,88.2,95.9,99.4
4648,488,Support activities for transportation,24,Québec,2,Urban,3,All businesses,2017,11.8,-2.4,7.9,28.6,200.9,57.7,43.5,48.5,78.5,97.6
4649,488,Support activities for transportation,35,Ontario,1,Rural,1,Unincorporated,2017,17.5,1.7,11.5,58.7,211.4,72.1,49.6,74.4,90.1,96.5
4650,488,Support activities for transportation,35,Ontario,1,Rural,3,All businesses,2017,11.2,-3.1,5,15.1,123.8,64.6,60.6,53.8,71.7,93
4651,488,Support activities for transportation,35,Ontario,2,Urban,1,Unincorporated,2017,48.2,8.2,45.1,124.8,271.6,74.5,55.6,84.2,91,99.1
4652,488,Support activities for transportation,35,Ontario,2,Urban,3,All businesses,2017,22.7,-10.1,10.8,28.3,139.6,57.3,44.8,44.9,66.3,94.8
4653,488,Support activities for transportation,49,Prairies,1,Rural,1,Unincorporated,2017,15.5,1.1,12.6,26.7,702.8,87.4,77.7,89,91.4,98.8
4654,488,Support activities for transportation,49,Prairies,1,Rural,3,All businesses,2017,13.5,-4.9,5.3,34.3,59.7,84.8,73.6,82.4,87.7,98.6
4655,488,Support activities for transportation,49,Prairies,2,Urban,1,Unincorporated,2017,44.8,6.4,43.9,66.3,715.4,86.7,72.3,91.2,97.9,99.1
4656,488,Support activities for transportation,49,Prairies,2,Urban,3,All businesses,2017,11.3,-9.1,6.8,23.5,177.8,64.5,52.1,56.9,84.8,97.3
4657,488,Support activities for transportation,46,Manitoba,1,Rural,1,Unincorporated,2017,17.5,-1.3,21.8,47.1,51.7,85.5,73.6,83.2,90.1,100
4658,488,Support activities for transportation,46,Manitoba,1,Rural,3,All businesses,2017,15.9,-7.7,4.9,58,62.4,68.8,67.5,57.1,77.1,97
4659,488,Support activities for transportation,46,Manitoba,2,Urban,1,Unincorporated,2017,85.7,15.2,50.3,175.3,1642.1,92.8,84.2,95.8,98.6,98.1
4660,488,Support activities for transportation,46,Manitoba,2,Urban,3,All businesses,2017,15.6,-4.6,12,32.2,115.5,55.8,47.9,43.9,89.9,95.6
4661,488,Support activities for transportation,47,Saskatchewan,1,Rural,1,Unincorporated,2017,10,0.6,8.2,13.2,72.2,95.3,89.2,96.9,97.2,99.8
4662,488,Support activities for transportation,47,Saskatchewan,1,Rural,3,All businesses,2017,7.7,-4.4,7.8,23.5,49.7,83.7,67.4,81.3,98.2,96.5
4663,488,Support activities for transportation,47,Saskatchewan,2,Urban,1,Unincorporated,2017,21.4,1.4,16.9,50.5,219.1,90,73.5,95.1,99.8,99.9
4664,488,Support activities for transportation,47,Saskatchewan,2,Urban,3,All businesses,2017,10,-9.8,10.3,8.4,79.4,71.6,42.3,81.4,82.9,99.9
4665,488,Support activities for transportation,48,Alberta,1,Rural,1,Unincorporated,2017,22.8,5.4,17.6,147.9,729.5,82.2,69.1,84.1,97.5,99.5
4666,488,Support activities for transportation,48,Alberta,1,Rural,3,All businesses,2017,14.9,-4.9,4.9,37.1,57.6,89.1,78,91.4,86.3,98.9
4667,488,Support activities for transportation,48,Alberta,2,Urban,1,Unincorporated,2017,47.3,5.3,54.5,57.2,837.5,81.7,60.1,87.1,98,99.7
4668,488,Support activities for transportation,48,Alberta,2,Urban,3,All businesses,2017,10.7,-10,6.1,24.9,223.5,66.2,53.6,59.1,83.4,97.1
4669,488,Support activities for transportation,59,British Columbia,1,Rural,1,Unincorporated,2017,14.6,2,10,34.4,378.8,92.4,91.5,87.3,97.9,98.2
4670,488,Support activities for transportation,59,British Columbia,1,Rural,3,All businesses,2017,14.3,-5.9,8.3,18.4,39.3,73.9,69,68.2,77.9,89.8
4671,488,Support activities for transportation,59,British Columbia,2,Urban,1,Unincorporated,2017,36.7,7.3,27.2,162.9,186.2,82.8,65.4,86.6,96.1,99.3
4672,488,Support activities for transportation,59,British Columbia,2,Urban,3,All businesses,2017,18.6,-12.1,12.3,30.4,94.6,59.4,50.3,47.6,75.1,96
4673,488,Support activities for transportation,63,Territories,1,Rural,1,Unincorporated,2017,34.5,X,X,X,X,90.9,X,X,X,X
4674,488,Support activities for transportation,63,Territories,1,Rural,3,All businesses,2017,8.4,-0.2,8.3,99.5,176.9,65.2,63.1,58.8,100,97.7
4675,488,Support activities for transportation,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4676,488,Support activities for transportation,63,Territories,2,Urban,3,All businesses,2017,5.9,-5.6,0.8,13.3,30.5,53.2,49.9,56.7,38.4,100
4677,488,Support activities for transportation,60,Yukon,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4678,488,Support activities for transportation,60,Yukon,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4679,488,Support activities for transportation,60,Yukon,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4680,488,Support activities for transportation,60,Yukon,2,Urban,3,All businesses,2017,7.7,X,X,X,X,81.4,X,X,X,X
4681,488,Support activities for transportation,61,Nordwest Territories,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4682,488,Support activities for transportation,61,Nordwest Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4683,488,Support activities for transportation,61,Nordwest Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4684,488,Support activities for transportation,61,Nordwest Territories,2,Urban,3,All businesses,2017,3.8,X,X,X,X,37.2,X,X,X,X
4685,488,Support activities for transportation,62,Nunavut,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4686,488,Support activities for transportation,62,Nunavut,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4687,491,Postal service,0,Canada,1,Rural,1,Unincorporated,2017,60.7,6.7,51.6,763.2,5129.2,88.8,75.5,97.9,97.4,100
4688,491,Postal service,0,Canada,1,Rural,3,All businesses,2017,30,1.6,46.5,534,5920.2,94.1,85.1,99.2,97.8,100
4689,491,Postal service,0,Canada,2,Urban,1,Unincorporated,2017,27.8,7.9,26.2,88.8,679.9,63.4,42.1,84,95.9,99
4690,491,Postal service,0,Canada,2,Urban,3,All businesses,2017,18,-6.8,9.7,38.1,182.5,50.7,37.8,36.4,82.5,98.3
4691,491,Postal service,15,Altantic,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4692,491,Postal service,15,Altantic,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4693,491,Postal service,15,Altantic,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4694,491,Postal service,15,Altantic,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4695,491,Postal service,10,Newfoundland and Labrador,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4696,491,Postal service,10,Newfoundland and Labrador,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4697,491,Postal service,10,Newfoundland and Labrador,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4698,491,Postal service,10,Newfoundland and Labrador,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4699,491,Postal service,11,Prince Edward Island,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4700,491,Postal service,11,Prince Edward Island,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4701,491,Postal service,11,Prince Edward Island,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4702,491,Postal service,11,Prince Edward Island,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4703,491,Postal service,12,Nova Scotia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4704,491,Postal service,12,Nova Scotia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4705,491,Postal service,12,Nova Scotia,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4706,491,Postal service,12,Nova Scotia,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4707,491,Postal service,13,New Brunswick,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4708,491,Postal service,13,New Brunswick,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4709,491,Postal service,13,New Brunswick,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4710,491,Postal service,13,New Brunswick,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4711,491,Postal service,24,Québec,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4712,491,Postal service,24,Québec,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4713,491,Postal service,24,Québec,2,Urban,1,Unincorporated,2017,57.1,21.7,25.2,871.1,X,85.8,86.8,67,97.9,98.1
4714,491,Postal service,24,Québec,2,Urban,3,All businesses,2017,41.5,2.8,26,61.7,X,60.7,35.7,71.6,77.9,98.6
4715,491,Postal service,35,Ontario,1,Rural,1,Unincorporated,2017,63.8,11.2,76,X,X,92.2,89.5,93.2,94.2,100
4716,491,Postal service,35,Ontario,1,Rural,3,All businesses,2017,58,16,39.1,376.3,X,92.7,87.7,97.6,94,100
4717,491,Postal service,35,Ontario,2,Urban,1,Unincorporated,2017,21.7,5.2,34.4,150.2,X,51.5,28.4,88.5,93.8,100
4718,491,Postal service,35,Ontario,2,Urban,3,All businesses,2017,10.6,-7.8,3.3,52.4,86.2,45.6,40.7,29.4,62.4,96.3
4719,491,Postal service,49,Prairies,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4720,491,Postal service,49,Prairies,1,Rural,3,All businesses,2017,31.2,2,25.8,32.1,1086.1,85.7,62.2,100,97.5,99.4
4721,491,Postal service,49,Prairies,2,Urban,1,Unincorporated,2017,59.4,16.8,97.8,894.3,101.3,88.7,71.9,98.1,97.6,100
4722,491,Postal service,49,Prairies,2,Urban,3,All businesses,2017,31.5,-1,12.7,38.3,555.6,80.6,58.4,81.3,99.2,99.6
4723,491,Postal service,46,Manitoba,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4724,491,Postal service,46,Manitoba,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4725,491,Postal service,46,Manitoba,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4726,491,Postal service,46,Manitoba,2,Urban,3,All businesses,2017,24.5,X,X,X,X,82.6,X,X,X,X
4727,491,Postal service,47,Saskatchewan,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4728,491,Postal service,47,Saskatchewan,1,Rural,3,All businesses,2017,29.8,X,X,X,X,72.4,X,X,X,X
4729,491,Postal service,47,Saskatchewan,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4730,491,Postal service,47,Saskatchewan,2,Urban,3,All businesses,2017,1035.4,X,X,X,X,100,X,X,X,X
4731,491,Postal service,48,Alberta,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4732,491,Postal service,48,Alberta,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4733,491,Postal service,48,Alberta,2,Urban,1,Unincorporated,2017,49.1,15.2,85.9,626.2,83.2,84.1,64,99.3,97.3,99.1
4734,491,Postal service,48,Alberta,2,Urban,3,All businesses,2017,29.8,-2.3,10.3,32.9,520,78.5,45.2,76.2,99.6,99.5
4735,491,Postal service,59,British Columbia,1,Rural,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4736,491,Postal service,59,British Columbia,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4737,491,Postal service,59,British Columbia,2,Urban,1,Unincorporated,2017,11.7,2.4,10.3,11.3,88.8,41.2,23.4,33,75.9,100
4738,491,Postal service,59,British Columbia,2,Urban,3,All businesses,2017,11.5,-10.5,5.9,18.9,19.9,36.5,38.6,22.1,38.2,70.6
4739,491,Postal service,63,Territories,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
4740,491,Postal service,63,Territories,1,Rural,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4741,491,Postal service,63,Territories,2,Urban,1,Unincorporated,2017,X,X,X,X,X,X,X,X,X,X
4742,491,Postal service,63,Territories,2,Urban,3,All businesses,2017,X,X,X,X,X,X,X,X,X,X
4743,491,Postal service,60,Yukon,1,Rural,1,Unincorporated,2017,..,..,..,..,..,..,..,..,..,..
